Year,Employer,Role,Count Male,Count Female,Min Salary,Max Salary,Median Male Salary,Median Female Salary
1970,Mobile Solutions Corp (MSC),Systems Analyst,46,15,69306.6,516977.84,179620.42,444432.98
1970,Mobile Solutions Corp (MSC),Software Developer,277,19,34660.42,576938.46,165472.34,295149.58
1970,Mobile Solutions Corp (MSC),Database Administrator,115,17,48181.34,592844.32,105523.28,534823.75
1970,Mobile Solutions Corp (MSC),Network Engineer,151,19,49719.95,365166.77,108819.78,347394.21
1970,Mobile Solutions Corp (MSC),IT Technician,73,5,42349.72,361609.03,158787.54,350361.02
1970,Mobile Solutions Corp (MSC),Software Engineer,259,9,40697.01,567565.02,150067.09,400402.13
1970,Innovation Security LLC (ISL),Computer Operator,345,2,34571.65,658085.01,192843.58,381988.81
1970,Innovation Security LLC (ISL),Systems Analyst,209,15,48299.5,685435.64,194944.58,579505.65
1970,Innovation Security LLC (ISL),Software Developer,26,4,30563.96,591324.69,125352.06,416165.08
1970,Innovation Security LLC (ISL),Database Administrator,420,7,59693.84,678026.51,174946.51,387205.08
1970,Innovation Security LLC (ISL),Network Engineer,487,9,37789.44,576524.88,173879.88,366898.74
1970,Innovation Security LLC (ISL),IT Technician,141,3,42810.54,458449.97,136501.03,456006.28
1970,Innovation Security LLC (ISL),Software Engineer,70,8,64774.92,708889.1,156577.83,653991.63
1972,Cloud Net LLC (CNL),Computer Operator,241,13,65176.26,492262.43,191467.16,384389.59
1972,Cloud Net LLC (CNL),Systems Analyst,370,17,44592.1,673529.31,80360.36,407246.18
1972,Cloud Net LLC (CNL),Software Developer,145,6,39528.14,538180.13,85758.96,369101.94
1972,Cloud Net LLC (CNL),Database Administrator,470,17,40424.84,486442.12,140840.39,440660.48
1972,Cloud Net LLC (CNL),Network Engineer,305,3,50479.99,589377.08,104489.26,472982.2
1972,Cloud Net LLC (CNL),IT Technician,474,6,57320.42,301257.02,171339.0,298240.61
1972,Cloud Net LLC (CNL),Software Engineer,348,16,40035.22,640827.29,155166.08,503954.98
1972,Cyber Digital Corp,Computer Operator,227,9,50388.3,647233.02,116212.4,297580.47
1972,Cyber Digital Corp,Systems Analyst,478,4,38752.03,502014.99,95523.83,446887.86
1972,Cyber Digital Corp,Software Developer,84,1,40496.02,416498.76,126548.63,316416.57
1972,Cyber Digital Corp,Database Administrator,476,8,46077.45,495714.17,153107.3,453284.89
1972,Cyber Digital Corp,Network Engineer,116,7,49439.68,330793.66,149556.11,328783.73
1972,Cyber Digital Corp,IT Technician,446,16,39358.36,564865.84,108367.28,414959.28
1972,Cyber Digital Corp,Software Engineer,318,16,60309.5,552215.65,104253.03,325792.78
1972,Virtual Institute LLC,Computer Operator,471,12,42118.53,509403.6,95243.14,421699.39
1972,Virtual Institute LLC,Systems Analyst,423,5,37381.77,516053.94,195486.97,279220.46
1972,Virtual Institute LLC,Software Developer,420,19,62951.52,499514.42,142990.43,385189.5
1972,Virtual Institute LLC,Database Administrator,228,18,48429.88,462118.8,137360.77,322230.32
1972,Virtual Institute LLC,Network Engineer,171,4,68097.07,473549.95,136544.98,425379.72
1972,Virtual Institute LLC,IT Technician,451,14,66196.55,355042.18,192370.13,302719.4
1972,Virtual Institute LLC,Software Engineer,311,3,63447.24,631315.99,188157.05,567805.2
1972,Space Laboratory (SL),Computer Operator,444,1,49632.9,639947.56,139983.13,506386.17
1972,Space Laboratory (SL),Systems Analyst,474,4,42359.23,503291.78,82231.44,328407.62
1972,Space Laboratory (SL),Software Developer,361,5,66297.4,337689.66,109525.74,283020.08
1972,Space Laboratory (SL),Database Administrator,465,16,50856.4,629314.45,90283.99,323414.61
1972,Space Laboratory (SL),Network Engineer,244,17,35919.25,541968.34,91707.36,362212.22
1972,Space Laboratory (SL),IT Technician,313,12,45930.05,461991.41,167520.82,453346.62
1972,Space Laboratory (SL),Software Engineer,225,16,33355.26,659804.94,99227.24,589661.45
1972,Security Innovation Corp (SIC),Computer Operator,101,19,33652.34,634988.51,195862.11,391487.64
1972,Security Innovation Corp (SIC),Systems Analyst,386,12,33073.88,519314.51,182534.58,460629.27
1972,Security Innovation Corp (SIC),Software Developer,209,1,34630.62,511784.88,86090.18,372140.17
1972,Security Innovation Corp (SIC),Database Administrator,252,18,61570.98,331323.53,110802.71,317075.14
1972,Security Innovation Corp (SIC),Network Engineer,116,4,48623.01,594544.4,138904.0,505568.05
1972,Security Innovation Corp (SIC),IT Technician,498,3,45947.62,656221.75,189743.96,456406.51
1972,Security Innovation Corp (SIC),Software Engineer,93,16,37474.0,603799.23,131250.97,300231.94
1972,Department Advanced,Computer Operator,217,8,63805.1,673319.48,108003.31,436832.89
1972,Department Advanced,Systems Analyst,294,14,49313.04,573162.97,160550.85,274882.15
1972,Department Advanced,Software Developer,147,7,35105.36,615265.73,146047.89,339501.77
1972,Department Advanced,Database Administrator,218,1,41533.64,657227.75,81039.39,384521.58
1972,Department Advanced,Network Engineer,307,2,44569.77,669966.73,128529.33,369499.48
1972,Department Advanced,IT Technician,285,7,59147.74,633630.15,105221.65,468861.38
1972,Department Advanced,Software Engineer,98,4,55431.29,514736.36,105725.93,445367.58
1972,Net System Inc (NSI),Computer Operator,157,19,41518.01,539596.23,155841.2,336252.08
1972,Net System Inc (NSI),Systems Analyst,467,16,37618.21,450892.15,132741.38,425821.21
1972,Net System Inc (NSI),Software Developer,498,1,57707.28,312037.77,108354.34,300799.85
1972,Net System Inc (NSI),Database Administrator,405,7,58301.12,664127.63,86259.05,657046.65
1972,Net System Inc (NSI),Network Engineer,327,19,47819.68,634541.46,153022.59,527949.4
1972,Net System Inc (NSI),IT Technician,138,1,40694.15,670118.61,166058.43,448728.85
1972,Net System Inc (NSI),Software Engineer,426,19,44800.38,543623.1,128918.95,295413.0
1972,Institute Agency,Computer Operator,488,9,48840.18,405131.4,168869.92,357362.66
1972,Institute Agency,Systems Analyst,442,2,61607.44,452658.54,139736.94,338218.56
1972,Institute Agency,Software Developer,41,1,50544.56,550145.44,102249.03,281705.67
1972,Institute Agency,Database Administrator,479,11,38508.55,571154.94,177538.54,484339.59
1972,Institute Agency,Network Engineer,269,18,65823.08,532926.53,98840.82,330338.17
1972,Institute Agency,IT Technician,169,11,69425.77,468774.93,97715.94,297151.94
1972,Institute Agency,Software Engineer,167,12,35497.08,370056.37,190613.26,298359.79
1972,Group Technologies Inc (GTI),Computer Operator,283,16,55295.69,552877.54,96675.77,533536.0
1972,Group Technologies Inc (GTI),Systems Analyst,127,3,52782.35,664461.94,163000.38,308725.13
1972,Group Technologies Inc (GTI),Software Developer,55,2,69041.0,574595.76,171958.8,519232.36
1972,Group Technologies Inc (GTI),Database Administrator,156,11,65862.02,433814.74,116556.19,291006.2
1972,Group Technologies Inc (GTI),Network Engineer,448,7,31395.2,644661.19,158002.39,316628.71
1972,Group Technologies Inc (GTI),IT Technician,387,13,49114.43,592312.17,126851.41,556571.01
1972,Group Technologies Inc (GTI),Software Engineer,348,18,41833.77,495526.62,161218.9,368196.57
1972,Mobile Solutions Corp (MSC),Computer Operator,198,5,62770.69,313273.81,182257.33,278883.75
1972,Mobile Solutions Corp (MSC),Systems Analyst,146,2,60187.42,543283.17,195258.7,336589.76
1972,Mobile Solutions Corp (MSC),Software Developer,284,1,31462.31,614828.39,161473.12,286500.37
1972,Mobile Solutions Corp (MSC),Database Administrator,291,1,51665.26,590659.82,100735.02,452558.81
1972,Mobile Solutions Corp (MSC),Network Engineer,249,13,56825.32,506127.19,96515.79,283127.55
1972,Mobile Solutions Corp (MSC),IT Technician,256,19,31552.17,487475.32,166532.13,308115.63
1972,Mobile Solutions Corp (MSC),Software Engineer,51,9,30087.38,575374.1,101869.2,342685.32
1972,Innovation Security LLC (ISL),Computer Operator,334,2,47279.86,595782.9,169896.81,524452.99
1972,Innovation Security LLC (ISL),Systems Analyst,479,3,49443.34,631425.25,89402.87,348986.51
1972,Innovation Security LLC (ISL),Software Developer,306,17,67877.37,653987.49,150994.99,378352.82
1972,Innovation Security LLC (ISL),Database Administrator,384,10,40281.84,577847.02,85635.33,567320.46
1972,Innovation Security LLC (ISL),Network Engineer,80,3,53336.01,296693.43,82754.75,291029.36
1972,Innovation Security LLC (ISL),IT Technician,315,14,52480.36,511743.02,176430.18,357437.31
1972,Innovation Security LLC (ISL),Software Engineer,51,1,65873.27,475799.49,117830.16,291320.22
1974,Cloud Net LLC (CNL),Computer Operator,289,12,46782.91,414417.67,114753.08,329141.41
1974,Cloud Net LLC (CNL),Systems Analyst,205,1,66120.62,602874.78,197485.72,295794.04
1974,Cloud Net LLC (CNL),Software Developer,119,17,60920.62,563482.53,87476.38,530279.19
1974,Cloud Net LLC (CNL),Database Administrator,346,18,45287.67,552778.36,168277.13,539660.17
1974,Cloud Net LLC (CNL),Network Engineer,182,15,67248.78,382905.16,142800.68,355521.24
1974,Cloud Net LLC (CNL),IT Technician,246,12,52465.6,558321.91,186989.53,416552.1
1974,Cloud Net LLC (CNL),Software Engineer,447,19,36543.26,421682.01,134522.45,364852.54
1974,Cyber Digital Corp,Computer Operator,330,2,64987.74,504796.32,143497.91,493572.39
1974,Cyber Digital Corp,Systems Analyst,487,11,59106.78,521791.3,162604.04,262399.77
1974,Cyber Digital Corp,Software Developer,149,10,45985.64,572962.98,161873.72,431883.38
1974,Cyber Digital Corp,Database Administrator,273,16,60402.62,567376.2,194041.94,308793.81
1974,Cyber Digital Corp,Network Engineer,484,2,54041.74,550989.1,161842.69,258225.94
1974,Cyber Digital Corp,IT Technician,185,5,44038.1,564052.05,81748.74,493645.44
1974,Cyber Digital Corp,Software Engineer,496,1,41856.43,572574.36,99764.06,518900.82
1974,Virtual Institute LLC,Computer Operator,186,11,35426.41,385473.33,185355.52,364560.47
1974,Virtual Institute LLC,Systems Analyst,351,2,67094.88,439034.55,82314.54,354138.03
1974,Virtual Institute LLC,Software Developer,61,19,39720.9,542165.24,163611.78,506061.61
1974,Virtual Institute LLC,Database Administrator,132,3,52561.31,629095.03,155116.04,597158.48
1974,Virtual Institute LLC,Network Engineer,247,2,69902.71,613416.83,89840.03,319298.28
1974,Virtual Institute LLC,IT Technician,135,17,67795.6,537143.53,161569.2,458662.97
1974,Virtual Institute LLC,Software Engineer,441,10,58010.54,535287.61,111434.11,397445.01
1974,Space Laboratory (SL),Computer Operator,160,14,64672.46,424815.88,87673.87,411958.71
1974,Space Laboratory (SL),Systems Analyst,328,9,50877.49,494947.62,88702.58,364335.52
1974,Space Laboratory (SL),Software Developer,188,4,69112.59,632822.98,109592.37,457795.01
1974,Space Laboratory (SL),Database Administrator,194,11,52722.84,423854.52,177415.32,353754.77
1974,Space Laboratory (SL),Network Engineer,381,14,61411.96,422024.47,104347.79,370377.91
1974,Space Laboratory (SL),IT Technician,184,9,60076.69,368388.18,122242.38,341569.83
1974,Space Laboratory (SL),Software Engineer,233,9,51951.0,575933.11,199249.19,308843.51
1974,Security Innovation Corp (SIC),Computer Operator,181,2,58650.81,469072.02,163208.76,407957.3
1974,Security Innovation Corp (SIC),Systems Analyst,186,9,43800.19,552647.16,165262.13,525996.71
1974,Security Innovation Corp (SIC),Software Developer,363,7,32976.95,381374.46,144371.81,348705.92
1974,Security Innovation Corp (SIC),Database Administrator,134,18,35303.7,581704.36,172297.32,301844.06
1974,Security Innovation Corp (SIC),Network Engineer,155,8,36461.02,497637.41,166757.65,493273.65
1974,Security Innovation Corp (SIC),IT Technician,429,7,68614.43,552757.55,164317.16,403488.69
1974,Security Innovation Corp (SIC),Software Engineer,368,1,62337.16,599493.27,148257.08,277608.71
1974,Department Advanced,Computer Operator,444,17,55633.24,616083.91,122529.2,529117.38
1974,Department Advanced,Systems Analyst,406,8,56098.38,412247.26,196614.68,359195.48
1974,Department Advanced,Software Developer,266,14,60493.94,426258.41,169761.37,256999.56
1974,Department Advanced,Database Administrator,119,14,63414.45,524025.57,101880.29,451211.72
1974,Department Advanced,Network Engineer,206,8,32080.16,568268.96,199592.28,276057.46
1974,Department Advanced,IT Technician,131,6,53035.17,537117.97,142644.92,376520.83
1974,Department Advanced,Software Engineer,52,18,47443.14,309035.27,195178.5,294990.12
1974,Net System Inc (NSI),Computer Operator,93,16,69278.55,450768.74,179708.75,291249.1
1974,Net System Inc (NSI),Systems Analyst,415,18,31215.12,398118.68,115980.33,306482.49
1974,Net System Inc (NSI),Software Developer,283,9,60694.71,512331.85,176216.01,356025.54
1974,Net System Inc (NSI),Database Administrator,314,11,43246.34,612805.39,177043.09,261511.53
1974,Net System Inc (NSI),Network Engineer,301,11,68706.15,530931.79,180522.77,503570.24
1974,Net System Inc (NSI),IT Technician,455,6,42653.17,338097.46,171348.16,276418.41
1974,Net System Inc (NSI),Software Engineer,233,1,62310.46,593969.82,163354.43,311008.49
1974,Institute Agency,Computer Operator,397,4,67254.55,522192.26,118766.35,406511.08
1974,Institute Agency,Systems Analyst,82,19,69339.96,565971.65,110616.49,280489.96
1974,Institute Agency,Software Developer,60,6,64701.17,557653.88,92455.84,429583.5
1974,Institute Agency,Database Administrator,480,3,43007.82,388287.58,197129.83,373676.78
1974,Institute Agency,Network Engineer,61,7,65006.27,496637.89,121739.96,294584.47
1974,Institute Agency,IT Technician,438,7,66555.22,455304.67,118942.47,335481.76
1974,Institute Agency,Software Engineer,444,15,45423.63,620853.91,154806.77,536127.83
1974,Group Technologies Inc (GTI),Computer Operator,268,3,41019.54,505461.45,106520.38,384655.53
1974,Group Technologies Inc (GTI),Systems Analyst,125,13,37705.72,613748.83,103929.66,338741.98
1974,Group Technologies Inc (GTI),Software Developer,254,11,37052.87,579161.63,112540.28,354531.36
1974,Group Technologies Inc (GTI),Database Administrator,439,16,50295.53,496040.76,179750.52,379753.58
1974,Group Technologies Inc (GTI),Network Engineer,414,15,48747.95,562439.38,131510.31,339318.34
1974,Group Technologies Inc (GTI),IT Technician,281,2,33920.09,422080.33,128899.15,309792.21
1974,Group Technologies Inc (GTI),Software Engineer,327,15,30549.22,355507.37,115497.58,313718.66
1974,Mobile Solutions Corp (MSC),Computer Operator,356,6,51301.4,537102.03,158229.58,276691.79
1974,Mobile Solutions Corp (MSC),Systems Analyst,50,6,56873.84,596876.51,101880.27,374338.15
1974,Mobile Solutions Corp (MSC),Software Developer,142,11,63425.46,515575.38,88527.37,339477.84
1974,Mobile Solutions Corp (MSC),Database Administrator,254,7,41103.75,485622.0,191128.01,303661.61
1974,Mobile Solutions Corp (MSC),Network Engineer,271,1,44608.06,575443.73,169879.0,256799.54
1974,Mobile Solutions Corp (MSC),IT Technician,49,8,52893.81,604466.18,191334.83,324337.62
1974,Mobile Solutions Corp (MSC),Software Engineer,352,8,63614.01,421181.32,167253.38,394795.34
1974,Innovation Security LLC (ISL),Computer Operator,249,17,30362.18,604107.61,180148.91,265995.38
1974,Innovation Security LLC (ISL),Systems Analyst,398,5,53856.51,452963.4,141923.66,286383.39
1974,Innovation Security LLC (ISL),Software Developer,495,7,34623.61,554134.52,195225.03,510286.62
1974,Innovation Security LLC (ISL),Database Administrator,485,18,61746.77,527448.44,118915.53,439052.42
1974,Innovation Security LLC (ISL),Network Engineer,158,2,60282.15,325385.61,83448.09,294243.56
1974,Innovation Security LLC (ISL),IT Technician,207,14,55893.49,371600.83,166375.55,276719.82
1974,Innovation Security LLC (ISL),Software Engineer,490,14,53140.51,509964.32,127876.86,287439.84
1976,Cloud Net LLC (CNL),Computer Operator,30,13,51641.79,558153.83,148788.83,407206.61
1976,Cloud Net LLC (CNL),Systems Analyst,60,2,60118.44,386299.27,157907.84,367777.49
1976,Cloud Net LLC (CNL),Software Developer,107,5,41928.87,423162.04,113964.84,307743.61
1976,Cloud Net LLC (CNL),Database Administrator,20,8,34625.96,441665.15,107407.78,272600.8
1976,Cloud Net LLC (CNL),Network Engineer,100,8,35927.28,386023.96,100304.06,249580.74
1976,Cloud Net LLC (CNL),IT Technician,281,6,59615.75,489128.36,110060.5,246071.19
1976,Cloud Net LLC (CNL),Software Engineer,452,13,42140.76,364715.81,150906.77,272225.15
1976,Cyber Digital Corp,Computer Operator,64,18,46437.71,348196.97,125345.27,272624.5
1976,Cyber Digital Corp,Systems Analyst,373,15,37232.78,458579.86,186151.26,373564.36
1976,Cyber Digital Corp,Software Developer,150,3,40012.83,305854.91,88195.24,270531.48
1976,Cyber Digital Corp,Database Administrator,149,8,57325.21,435461.57,103363.03,423510.22
1976,Cyber Digital Corp,Network Engineer,279,5,66317.73,388219.48,98014.38,306634.24
1976,Cyber Digital Corp,IT Technician,256,2,65324.61,583785.57,105182.46,385344.67
1976,Cyber Digital Corp,Software Engineer,116,13,48278.2,547741.31,110260.3,483556.06
1976,Virtual Institute LLC,Computer Operator,186,14,62031.77,469513.98,92237.64,377172.25
1976,Virtual Institute LLC,Systems Analyst,448,14,52749.06,561373.44,191758.29,369546.17
1976,Virtual Institute LLC,Software Developer,280,1,57071.42,578354.37,155339.64,431874.99
1976,Virtual Institute LLC,Database Administrator,181,17,56893.2,514412.46,102971.55,252385.69
1976,Virtual Institute LLC,Network Engineer,441,17,40323.23,549394.69,103693.67,344124.13
