Year,Employer,Role,Count Male,Count Female,Count Total,Min Salary,Max Salary,Average Male Salary,Average Female Salary
1970,Institute Agency,Systems Analyst,193,18,211,30861.34,696344.86,164658.91,110905.74
1970,Institute Agency,Software Developer,451,19,470,63525.97,541019.46,156912.95,105688.46
1970,Institute Agency,Database Administrator,262,12,274,60995.73,636381.03,169058.74,113869.24
1970,Institute Agency,Network Engineer,267,13,280,47439.26,538903.12,157083.2,105803.14
1970,Institute Agency,IT Technician,276,11,287,36029.24,689372.05,151718.01,102189.42
1970,Institute Agency,Software Engineer,146,7,153,46317.2,583188.84,126779.52,85392.14
1970,Group Technologies Inc (GTI),Computer Operator,98,12,110,54979.8,699760.77,80643.37,54317.21
1970,Group Technologies Inc (GTI),Systems Analyst,309,19,328,57473.01,600145.75,196776.21,132538.3
1970,Group Technologies Inc (GTI),Software Developer,445,3,448,41084.8,343906.08,135927.84,91553.98
1970,Group Technologies Inc (GTI),Database Administrator,304,12,316,54257.24,707458.04,182158.42,122692.51
1970,Group Technologies Inc (GTI),Network Engineer,250,16,266,63370.4,504508.7,169062.15,113871.54
1970,Group Technologies Inc (GTI),IT Technician,346,5,351,39803.15,444991.37,188284.68,126818.84
1970,Group Technologies Inc (GTI),Software Engineer,303,19,322,69182.69,620319.18,124710.51,83998.56
1970,Mobile Solutions Corp (MSC),Computer Operator,194,2,196,69671.22,684629.1,84193.11,56708.13
1970,Mobile Solutions Corp (MSC),Systems Analyst,46,15,61,69306.6,516977.84,179620.42,120983.04
1970,Mobile Solutions Corp (MSC),Software Developer,277,19,296,34660.42,576938.46,165472.34,111453.63
1970,Mobile Solutions Corp (MSC),Database Administrator,115,17,132,48181.34,592844.32,105523.28,71075.04
1970,Mobile Solutions Corp (MSC),Network Engineer,151,19,170,49719.95,365166.77,108819.78,73295.39
1970,Mobile Solutions Corp (MSC),IT Technician,73,5,78,42349.72,361609.03,158787.54,106951.09
1970,Mobile Solutions Corp (MSC),Software Engineer,259,9,268,40697.01,567565.02,150067.09,101077.45
1970,Innovation Security LLC (ISL),Computer Operator,345,2,347,34571.65,658085.01,192843.58,129889.48
1970,Innovation Security LLC (ISL),Systems Analyst,209,15,224,48299.5,685435.64,194944.58,131304.61
1970,Innovation Security LLC (ISL),Software Developer,26,4,30,30563.96,591324.69,125352.06,84430.68
1970,Innovation Security LLC (ISL),Database Administrator,420,7,427,59693.84,678026.51,174946.51,117834.94
1970,Innovation Security LLC (ISL),Network Engineer,487,9,496,37789.44,576524.88,173879.88,117116.51
1970,Innovation Security LLC (ISL),IT Technician,141,3,144,42810.54,458449.97,136501.03,91940.05
1970,Innovation Security LLC (ISL),Software Engineer,70,8,78,64774.92,708889.1,156577.83,105462.74
1972,Cloud Net LLC (CNL),Computer Operator,241,13,254,65176.26,492262.43,191467.16,130630.01
1972,Cloud Net LLC (CNL),Systems Analyst,370,17,387,44592.1,673529.31,80360.36,54826.5
1972,Cloud Net LLC (CNL),Software Developer,145,6,151,39528.14,538180.13,85758.96,58509.74
1972,Cloud Net LLC (CNL),Database Administrator,470,17,487,40424.84,486442.12,140840.39,96089.49
1972,Cloud Net LLC (CNL),Network Engineer,305,3,308,50479.99,589377.08,104489.26,71288.64
1972,Cloud Net LLC (CNL),IT Technician,474,6,480,57320.42,301257.02,171339.0,116897.41
1972,Cloud Net LLC (CNL),Software Engineer,348,16,364,40035.22,640827.29,155166.08,105863.31
1972,Cyber Digital Corp,Computer Operator,227,9,236,50388.3,647233.02,116212.4,79286.85
1972,Cyber Digital Corp,Systems Analyst,478,4,482,38752.03,502014.99,95523.83,65171.9
1972,Cyber Digital Corp,Software Developer,84,1,85,40496.02,416498.76,126548.63,86338.82
1972,Cyber Digital Corp,Database Administrator,476,8,484,46077.45,495714.17,153107.3,104458.69
1972,Cyber Digital Corp,Network Engineer,116,7,123,49439.68,330793.66,149556.11,102035.86
1972,Cyber Digital Corp,IT Technician,446,16,462,39358.36,564865.84,108367.28,73934.45
1972,Cyber Digital Corp,Software Engineer,318,16,334,60309.5,552215.65,104253.03,71127.47
1972,Virtual Institute LLC,Computer Operator,471,12,483,42118.53,509403.6,95243.14,64980.4
1972,Virtual Institute LLC,Systems Analyst,423,5,428,37381.77,516053.94,195486.97,133372.56
1972,Virtual Institute LLC,Software Developer,420,19,439,62951.52,499514.42,142990.43,97556.37
1972,Virtual Institute LLC,Database Administrator,228,18,246,48429.88,462118.8,137360.77,93715.49
1972,Virtual Institute LLC,Network Engineer,171,4,175,68097.07,473549.95,136544.98,93158.91
1972,Virtual Institute LLC,IT Technician,451,14,465,66196.55,355042.18,192370.13,131246.07
1972,Virtual Institute LLC,Software Engineer,311,3,314,63447.24,631315.99,188157.05,128371.66
1972,Space Laboratory (SL),Computer Operator,444,1,445,49632.9,639947.56,139983.13,95504.62
1972,Space Laboratory (SL),Systems Analyst,474,4,478,42359.23,503291.78,82231.44,56103.06
1972,Space Laboratory (SL),Software Developer,361,5,366,66297.4,337689.66,109525.74,74724.82
1972,Space Laboratory (SL),Database Administrator,465,16,481,50856.4,629314.45,90283.99,61596.98
1972,Space Laboratory (SL),Network Engineer,244,17,261,35919.25,541968.34,91707.36,62568.09
1972,Space Laboratory (SL),IT Technician,313,12,325,45930.05,461991.41,167520.82,114292.43
1972,Space Laboratory (SL),Software Engineer,225,16,241,33355.26,659804.94,99227.24,67698.58
1972,Security Innovation Corp (SIC),Computer Operator,101,19,120,33652.34,634988.51,195862.11,133628.5
1972,Security Innovation Corp (SIC),Systems Analyst,386,12,398,33073.88,519314.51,182534.58,124535.69
1972,Security Innovation Corp (SIC),Software Developer,209,1,210,34630.62,511784.88,86090.18,58735.72
1972,Security Innovation Corp (SIC),Database Administrator,252,18,270,61570.98,331323.53,110802.71,75596.04
1972,Security Innovation Corp (SIC),Network Engineer,116,4,120,48623.01,594544.4,138904.0,94768.37
1972,Security Innovation Corp (SIC),IT Technician,498,3,501,45947.62,656221.75,189743.96,129454.35
1972,Security Innovation Corp (SIC),Software Engineer,93,16,109,37474.0,603799.23,131250.97,89547.03
1972,Department Advanced,Computer Operator,217,8,225,63805.1,673319.48,108003.31,73686.13
1972,Department Advanced,Systems Analyst,294,14,308,49313.04,573162.97,160550.85,109537.11
1972,Department Advanced,Software Developer,147,7,154,35105.36,615265.73,146047.89,99642.35
1972,Department Advanced,Database Administrator,218,1,219,41533.64,657227.75,81039.39,55289.78
1972,Department Advanced,Network Engineer,307,2,309,44569.77,669966.73,128529.33,87690.17
1972,Department Advanced,IT Technician,285,7,292,59147.74,633630.15,105221.65,71788.32
1972,Department Advanced,Software Engineer,98,4,102,55431.29,514736.36,105725.93,72132.37
1972,Net System Inc (NSI),Computer Operator,157,19,176,41518.01,539596.23,155841.2,106323.92
1972,Net System Inc (NSI),Systems Analyst,467,16,483,37618.21,450892.15,132741.38,90563.88
1972,Net System Inc (NSI),Software Developer,498,1,499,57707.28,312037.77,108354.34,73925.62
1972,Net System Inc (NSI),Database Administrator,405,7,412,58301.12,664127.63,86259.05,58850.93
1972,Net System Inc (NSI),Network Engineer,327,19,346,47819.68,634541.46,153022.59,104400.9
1972,Net System Inc (NSI),IT Technician,138,1,139,40694.15,670118.61,166058.43,113294.7
1972,Net System Inc (NSI),Software Engineer,426,19,445,44800.38,543623.1,128918.95,87955.99
1972,Institute Agency,Computer Operator,488,9,497,48840.18,405131.4,168869.92,115212.86
1972,Institute Agency,Systems Analyst,442,2,444,61607.44,452658.54,139736.94,95336.65
1972,Institute Agency,Software Developer,41,1,42,50544.56,550145.44,102249.03,69760.23
1972,Institute Agency,Database Administrator,479,11,490,38508.55,571154.94,177538.54,121127.1
1972,Institute Agency,Network Engineer,269,18,287,65823.08,532926.53,98840.82,67434.95
1972,Institute Agency,IT Technician,169,11,180,69425.77,468774.93,97715.94,66667.49
1972,Institute Agency,Software Engineer,167,12,179,35497.08,370056.37,190613.26,130047.43
1972,Group Technologies Inc (GTI),Computer Operator,283,16,299,55295.69,552877.54,96675.77,65957.82
1972,Group Technologies Inc (GTI),Systems Analyst,127,3,130,52782.35,664461.94,163000.38,111208.32
1972,Group Technologies Inc (GTI),Software Developer,55,2,57,69041.0,574595.76,171958.8,117320.28
1972,Group Technologies Inc (GTI),Database Administrator,156,11,167,65862.02,433814.74,116556.19,79521.4
1972,Group Technologies Inc (GTI),Network Engineer,448,7,455,31395.2,644661.19,158002.39,107798.4
1972,Group Technologies Inc (GTI),IT Technician,387,13,400,49114.43,592312.17,126851.41,86545.4
1972,Group Technologies Inc (GTI),Software Engineer,348,18,366,41833.77,495526.62,161218.9,109992.89
1972,Mobile Solutions Corp (MSC),Computer Operator,198,5,203,62770.69,313273.81,182257.33,124346.53
1972,Mobile Solutions Corp (MSC),Systems Analyst,146,2,148,60187.42,543283.17,195258.7,133216.82
1972,Mobile Solutions Corp (MSC),Software Developer,284,1,285,31462.31,614828.39,161473.12,110166.34
1972,Mobile Solutions Corp (MSC),Database Administrator,291,1,292,51665.26,590659.82,100735.02,68727.28
1972,Mobile Solutions Corp (MSC),Network Engineer,249,13,262,56825.32,506127.19,96515.79,65848.68
1972,Mobile Solutions Corp (MSC),IT Technician,256,19,275,31552.17,487475.32,166532.13,113617.89
1972,Mobile Solutions Corp (MSC),Software Engineer,51,9,60,30087.38,575374.1,101869.2,69501.08
1972,Innovation Security LLC (ISL),Computer Operator,334,2,336,47279.86,595782.9,169896.81,115913.47
1972,Innovation Security LLC (ISL),Systems Analyst,479,3,482,49443.34,631425.25,89402.87,60995.83
1972,Innovation Security LLC (ISL),Software Developer,306,17,323,67877.37,653987.49,150994.99,103017.55
1972,Innovation Security LLC (ISL),Database Administrator,384,10,394,40281.84,577847.02,85635.33,58425.39
1972,Innovation Security LLC (ISL),Network Engineer,80,3,83,53336.01,296693.43,82754.75,56460.1
1972,Innovation Security LLC (ISL),IT Technician,315,14,329,52480.36,511743.02,176430.18,120370.91
1972,Innovation Security LLC (ISL),Software Engineer,51,1,52,65873.27,475799.49,117830.16,80390.58
1974,Cloud Net LLC (CNL),Computer Operator,289,12,301,46782.91,414417.67,114753.08,79290.68
1974,Cloud Net LLC (CNL),Systems Analyst,205,1,206,66120.62,602874.78,197485.72,136456.26
1974,Cloud Net LLC (CNL),Software Developer,119,17,136,60920.62,563482.53,87476.38,60443.36
1974,Cloud Net LLC (CNL),Database Administrator,346,18,364,45287.67,552778.36,168277.13,116274.07
1974,Cloud Net LLC (CNL),Network Engineer,182,15,197,67248.78,382905.16,142800.68,98670.66
1974,Cloud Net LLC (CNL),IT Technician,246,12,258,52465.6,558321.91,186989.53,129203.73
1974,Cloud Net LLC (CNL),Software Engineer,447,19,466,36543.26,421682.01,134522.45,92950.67
1974,Cyber Digital Corp,Computer Operator,330,2,332,64987.74,504796.32,143497.91,99152.43
1974,Cyber Digital Corp,Systems Analyst,487,11,498,59106.78,521791.3,162604.04,112354.15
1974,Cyber Digital Corp,Software Developer,149,10,159,45985.64,572962.98,161873.72,111849.52
1974,Cyber Digital Corp,Database Administrator,273,16,289,60402.62,567376.2,194041.94,134076.72
1974,Cyber Digital Corp,Network Engineer,484,2,486,54041.74,550989.1,161842.69,111828.08
1974,Cyber Digital Corp,IT Technician,185,5,190,44038.1,564052.05,81748.74,56485.74
1974,Cyber Digital Corp,Software Engineer,496,1,497,41856.43,572574.36,99764.06,68933.75
1974,Virtual Institute LLC,Computer Operator,186,11,197,35426.41,385473.33,185355.52,128074.69
1974,Virtual Institute LLC,Systems Analyst,351,2,353,67094.88,439034.55,82314.54,56876.69
1974,Virtual Institute LLC,Software Developer,61,19,80,39720.9,542165.24,163611.78,113050.46
1974,Virtual Institute LLC,Database Administrator,132,3,135,52561.31,629095.03,155116.04,107180.18
1974,Virtual Institute LLC,Network Engineer,247,2,249,69902.71,613416.83,89840.03,62076.56
1974,Virtual Institute LLC,IT Technician,135,17,152,67795.6,537143.53,161569.2,111639.11
1974,Virtual Institute LLC,Software Engineer,441,10,451,58010.54,535287.61,111434.11,76997.38
1974,Space Laboratory (SL),Computer Operator,160,14,174,64672.46,424815.88,87673.87,60579.82
1974,Space Laboratory (SL),Systems Analyst,328,9,337,50877.49,494947.62,88702.58,61290.62
1974,Space Laboratory (SL),Software Developer,188,4,192,69112.59,632822.98,109592.37,75724.79
1974,Space Laboratory (SL),Database Administrator,194,11,205,52722.84,423854.52,177415.32,122588.26
1974,Space Laboratory (SL),Network Engineer,381,14,395,61411.96,422024.47,104347.79,72100.96
1974,Space Laboratory (SL),IT Technician,184,9,193,60076.69,368388.18,122242.38,84465.54
1974,Space Laboratory (SL),Software Engineer,233,9,242,51951.0,575933.11,199249.19,137674.76
1974,Security Innovation Corp (SIC),Computer Operator,181,2,183,58650.81,469072.02,163208.76,112771.99
1974,Security Innovation Corp (SIC),Systems Analyst,186,9,195,43800.19,552647.16,165262.13,114190.8
1974,Security Innovation Corp (SIC),Software Developer,363,7,370,32976.95,381374.46,144371.81,99756.26
1974,Security Innovation Corp (SIC),Database Administrator,134,18,152,35303.7,581704.36,172297.32,119051.89
1974,Security Innovation Corp (SIC),Network Engineer,155,8,163,36461.02,497637.41,166757.65,115224.16
1974,Security Innovation Corp (SIC),IT Technician,429,7,436,68614.43,552757.55,164317.16,113537.86
1974,Security Innovation Corp (SIC),Software Engineer,368,1,369,62337.16,599493.27,148257.08,102440.86
1974,Department Advanced,Computer Operator,444,17,461,55633.24,616083.91,122529.2,84663.72
1974,Department Advanced,Systems Analyst,406,8,414,56098.38,412247.26,196614.68,135854.4
1974,Department Advanced,Software Developer,266,14,280,60493.94,426258.41,169761.37,117299.63
1974,Department Advanced,Database Administrator,119,14,133,63414.45,524025.57,101880.29,70395.99
1974,Department Advanced,Network Engineer,206,8,214,32080.16,568268.96,199592.28,137911.83
1974,Department Advanced,IT Technician,131,6,137,53035.17,537117.97,142644.92,98563.04
1974,Department Advanced,Software Engineer,52,18,70,47443.14,309035.27,195178.5,134862.05
1974,Net System Inc (NSI),Computer Operator,93,16,109,69278.55,450768.74,179708.75,124172.95
1974,Net System Inc (NSI),Systems Analyst,415,18,433,31215.12,398118.68,115980.33,80138.67
1974,Net System Inc (NSI),Software Developer,283,9,292,60694.71,512331.85,176216.01,121759.58
1974,Net System Inc (NSI),Database Administrator,314,11,325,43246.34,612805.39,177043.09,122331.06
1974,Net System Inc (NSI),Network Engineer,301,11,312,68706.15,530931.79,180522.77,124735.41
1974,Net System Inc (NSI),IT Technician,455,6,461,42653.17,338097.46,171348.16,118396.05
1974,Net System Inc (NSI),Software Engineer,233,1,234,62310.46,593969.82,163354.43,112872.64
1974,Institute Agency,Computer Operator,397,4,401,67254.55,522192.26,118766.35,82063.72
1974,Institute Agency,Systems Analyst,82,19,101,69339.96,565971.65,110616.49,76432.43
1974,Institute Agency,Software Developer,60,6,66,64701.17,557653.88,92455.84,63884.0
1974,Institute Agency,Database Administrator,480,3,483,43007.82,388287.58,197129.83,136210.35
1974,Institute Agency,Network Engineer,61,7,68,65006.27,496637.89,121739.96,84118.39
1974,Institute Agency,IT Technician,438,7,445,66555.22,455304.67,118942.47,82185.41
1974,Institute Agency,Software Engineer,444,15,459,45423.63,620853.91,154806.77,106966.48
1974,Group Technologies Inc (GTI),Computer Operator,268,3,271,41019.54,505461.45,106520.38,73602.15
1974,Group Technologies Inc (GTI),Systems Analyst,125,13,138,37705.72,613748.83,103929.66,71812.04
1974,Group Technologies Inc (GTI),Software Developer,254,11,265,37052.87,579161.63,112540.28,77761.7
1974,Group Technologies Inc (GTI),Database Administrator,439,16,455,50295.53,496040.76,179750.52,124201.81
1974,Group Technologies Inc (GTI),Network Engineer,414,15,429,48747.95,562439.38,131510.31,90869.38
1974,Group Technologies Inc (GTI),IT Technician,281,2,283,33920.09,422080.33,128899.15,89065.15
1974,Group Technologies Inc (GTI),Software Engineer,327,15,342,30549.22,355507.37,115497.58,79805.1
1974,Mobile Solutions Corp (MSC),Computer Operator,356,6,362,51301.4,537102.03,158229.58,109331.54
1974,Mobile Solutions Corp (MSC),Systems Analyst,50,6,56,56873.84,596876.51,101880.27,70395.98
1974,Mobile Solutions Corp (MSC),Software Developer,142,11,153,63425.46,515575.38,88527.37,61169.56
1974,Mobile Solutions Corp (MSC),Database Administrator,254,7,261,41103.75,485622.0,191128.01,132063.29
1974,Mobile Solutions Corp (MSC),Network Engineer,271,1,272,44608.06,575443.73,169879.0,117380.91
1974,Mobile Solutions Corp (MSC),IT Technician,49,8,57,52893.81,604466.18,191334.83,132206.2
1974,Mobile Solutions Corp (MSC),Software Engineer,352,8,360,63614.01,421181.32,167253.38,115566.69
1974,Innovation Security LLC (ISL),Computer Operator,249,17,266,30362.18,604107.61,180148.91,124477.09
1974,Innovation Security LLC (ISL),Systems Analyst,398,5,403,53856.51,452963.4,141923.66,98064.67
1974,Innovation Security LLC (ISL),Software Developer,495,7,502,34623.61,554134.52,195225.03,134894.2
1974,Innovation Security LLC (ISL),Database Administrator,485,18,503,61746.77,527448.44,118915.53,82166.8
1974,Innovation Security LLC (ISL),Network Engineer,158,2,160,60282.15,325385.61,83448.09,57659.94
1974,Innovation Security LLC (ISL),IT Technician,207,14,221,55893.49,371600.83,166375.55,114960.14
1974,Innovation Security LLC (ISL),Software Engineer,490,14,504,53140.51,509964.32,127876.86,88358.79
1976,Cloud Net LLC (CNL),Computer Operator,30,13,43,51641.79,558153.83,148788.83,104104.18
